"c_custkey"|"revenue"|"c_acctbal"|"n_name"
14071|234871.1894|208.89|"IRAN"
74917|234859.9142|5863.03|"ALGERIA"
52829|234830.5905|845.67|"UNITED KINGDOM"
107110|234793.4462|5150.00|"ETHIOPIA"
5179|234762.5467|1007.07|"CHINA"
37334|234759.1928|354.95|"BRAZIL"
114202|234719.6932|8796.78|"UNITED STATES"
114103|234719.3525|5763.46|"INDIA"
31873|234715.4175|4519.88|"PERU"
50251|234715.2431|1029.81|"VIETNAM"
45283|234712.5694|7880.79|"MOROCCO"
98084|234701.1988|6045.11|"MOZAMBIQUE"
78880|234665.2115|-109.02|"INDONESIA"
88939|234663.6617|-725.76|"MOZAMBIQUE"
3575|234630.7931|1029.48|"EGYPT"
52087|234619.6861|-822.89|"ETHIOPIA"
81335|234606.3802|33.63|"ETHIOPIA"
116788|234544.5460|2296.32|"CHINA"
25112|234522.5468|7485.25|"FRANCE"
2111|234517.5819|8565.71|"UNITED KINGDOM"
74857|234507.7847|9883.16|"ROMANIA"
118309|234504.8932|6969.55|"JORDAN"
69683|234499.1030|5214.67|"MOZAMBIQUE"
96757|234476.4224|3935.11|"CHINA"
24796|234460.9477|2570.35|"INDIA"
46645|234433.4277|9262.78|"ETHIOPIA"
13489|234424.2655|7850.83|"ARGENTINA"
93178|234265.2040|9542.86|"KENYA"
68485|234246.2384|119.95|"GERMANY"
61909|234237.6552|3487.57|"RUSSIA"
86627|234207.8520|797.87|"EGYPT"
138658|234166.2880|9896.67|"ARGENTINA"
105877|234152.6545|3644.10|"UNITED KINGDOM"
116026|234131.6388|7468.51|"CANADA"
33626|234116.9611|759.82|"UNITED STATES"
30160|234113.4446|2990.15|"MOROCCO"
87475|234080.0091|9703.79|"ROMANIA"
115165|234074.1307|3450.59|"ROMANIA"
41425|234063.8994|4931.92|"ETHIOPIA"
109793|234040.1403|6711.97|"ROMANIA"
57508|233963.2224|2827.85|"ETHIOPIA"
138929|233959.5300|8270.69|"JORDAN"
72245|233944.9143|4051.82|"RUSSIA"
116843|233894.5282|827.39|"UNITED STATES"
112159|233864.3978|9266.94|"FRANCE"
115793|233858.7604|7991.40|"FRANCE"
136438|233852.7028|6774.61|"IRAQ"
51442|233729.2689|7341.58|"ARGENTINA"
121336|233673.9556|1363.29|"ALGERIA"
40847|233666.4095|-709.19|"ETHIOPIA"
146827|233657.8631|1972.48|"ARGENTINA"
92533|233600.0368|3256.28|"SAUDI ARABIA"
36400|233579.1378|8934.87|"SAUDI ARABIA"
125986|233538.6014|5369.24|"SAUDI ARABIA"
59557|233537.0171|2528.90|"MOROCCO"
6278|233503.1458|9996.76|"ETHIOPIA"
105556|233463.3215|5358.92|"GERMANY"
43744|233456.2098|8564.14|"FRANCE"
116083|233451.5756|7205.15|"SAUDI ARABIA"
113179|233443.7110|7902.66|"INDIA"
63325|233441.2228|9084.50|"RUSSIA"
132280|233440.6157|751.87|"RUSSIA"
14900|233433.8712|5708.89|"ETHIOPIA"
30722|233430.1338|5789.05|"MOZAMBIQUE"
148186|233359.0812|9921.63|"ALGERIA"
55957|233356.0525|9228.63|"MOROCCO"
40021|233328.7100|5843.30|"UNITED KINGDOM"
56192|233324.1530|-637.98|"UNITED KINGDOM"
112927|233302.4149|5240.00|"KENYA"
81721|233286.6414|-499.40|"JORDAN"
20203|233241.9608|8179.88|"SAUDI ARABIA"
50663|233221.4326|4041.41|"CANADA"
38021|233190.5791|1780.65|"GERMANY"
85223|233142.7532|4353.89|"ROMANIA"
115702|233118.6583|3042.02|"SAUDI ARABIA"
53914|233083.8744|5655.96|"ETHIOPIA"
32582|232918.1304|6697.39|"JORDAN"
16045|232911.5931|7847.87|"ROMANIA"
136615|232892.4506|9696.48|"ARGENTINA"
91126|232845.1350|5769.25|"UNITED KINGDOM"
95425|232837.5591|7660.96|"INDIA"
126157|232835.7770|2142.36|"ALGERIA"
140182|232817.4196|899.94|"BRAZIL"
78346|232816.0753|1826.00|"INDONESIA"
103978|232789.8812|6547.46|"INDIA"
81866|232783.2426|1242.48|"PERU"
98947|232758.0982|3079.72|"VIETNAM"
123547|232744.2630|9498.52|"JAPAN"
24500|232741.7336|9017.43|"UNITED STATES"
119095|232689.5704|-558.67|"PERU"
84733|232657.8135|8115.16|"UNITED STATES"
143380|232657.1581|194.13|"ROMANIA"
124888|232651.5139|5399.60|"JAPAN"
4528|232640.0711|1576.94|"MOZAMBIQUE"
24920|232605.4506|960.32|"MOROCCO"
68677|232593.5382|4848.77|"ALGERIA"
132217|232587.7184|3590.72|"JAPAN"
56035|232572.5950|1875.81|"BRAZIL"
12844|232554.5669|2504.11|"INDONESIA"
14440|232554.2546|516.68|"CHINA"
95473|232552.6370|8901.03|"VIETNAM"
2851|232539.3157|54.27|"IRAQ"
122132|232518.6573|9395.19|"SAUDI ARABIA"
48982|232516.0238|1668.29|"RUSSIA"
74668|232498.0634|3240.13|"CHINA"
100733|232490.7045|7745.40|"UNITED KINGDOM"
53950|232454.3526|9020.22|"KENYA"
100135|232445.4530|3814.69|"UNITED STATES"
100363|232444.7557|7782.33|"ETHIOPIA"
26035|232438.3273|7782.70|"BRAZIL"
128596|232435.8360|8313.70|"ETHIOPIA"
93647|232388.6686|3126.65|"MOROCCO"
142924|232374.8820|916.48|"PERU"
146831|232350.7362|4146.93|"BRAZIL"
114685|232303.0217|4754.92|"VIETNAM"
51820|232293.9210|-740.85|"FRANCE"
69667|232288.1943|1915.16|"ROMANIA"
123668|232285.9411|1053.94|"RUSSIA"
97919|232266.3872|4996.65|"INDONESIA"
98080|232254.0821|5279.47|"JORDAN"
127135|232243.5375|4533.40|"MOZAMBIQUE"
120181|232215.5130|7419.25|"MOROCCO"
64981|232191.9402|-538.55|"KENYA"
83132|232181.8172|9271.56|"CHINA"
141484|232165.6512|4728.41|"CANADA"
3134|232147.3651|-884.84|"IRAQ"
57413|232145.3463|6595.81|"GERMANY"
70421|232145.2365|1317.95|"INDONESIA"
76850|232111.4373|2989.14|"IRAN"
81481|232094.8252|8619.63|"FRANCE"
108715|232040.4441|2674.28|"ARGENTINA"
124921|232032.7190|-964.46|"CHINA"
102361|232028.9757|6865.56|"GERMANY"
128542|232019.3734|2857.46|"MOROCCO"
51080|231986.3436|8739.06|"BRAZIL"
24826|231958.7609|5821.05|"SAUDI ARABIA"
38743|231892.3100|2428.26|"CANADA"
74626|231823.1244|1403.67|"CANADA"
27568|231816.4315|9163.62|"INDIA"
14188|231808.7148|8447.38|"CHINA"
90313|231781.6224|2945.54|"INDIA"
114511|231741.6540|1593.98|"IRAQ"
149804|231666.3556|-704.96|"UNITED KINGDOM"
71572|231654.5423|9740.40|"INDONESIA"
119425|231644.1276|1918.17|"UNITED STATES"
137089|231631.9738|4409.31|"ROMANIA"
114716|231617.2594|5911.79|"ETHIOPIA"
135539|231614.9995|6134.24|"FRANCE"
112789|231557.7604|330.63|"FRANCE"
93086|231535.5834|1060.66|"KENYA"
97183|231534.2860|8356.02|"PERU"
106645|231529.6975|3324.74|"PERU"
1022|231518.4562|9605.83|"INDIA"
129181|231484.3938|9706.73|"FRANCE"
22414|231465.5204|1532.84|"JORDAN"
19888|231450.0001|-120.49|"GERMANY"
103874|231434.7646|1223.72|"UNITED STATES"
11743|231359.3181|8835.80|"CHINA"
25939|231317.7086|8084.05|"EGYPT"
48715|231310.4641|5515.48|"MOZAMBIQUE"
31273|231307.7138|3635.13|"IRAQ"
12152|231295.2948|4649.42|"VIETNAM"
88252|231294.8924|4057.29|"UNITED STATES"
141430|231264.7109|1206.71|"ALGERIA"
89800|231257.4120|5202.02|"EGYPT"
41509|231235.9321|49.51|"BRAZIL"
41033|231234.3768|3709.22|"BRAZIL"
5155|231219.6398|6662.66|"MOROCCO"
92569|231203.3018|2121.27|"GERMANY"
147223|231202.3527|7006.02|"MOZAMBIQUE"
76945|231152.4440|4310.27|"CHINA"
139733|231106.9711|9806.73|"KENYA"
105535|231082.3024|-247.41|"CANADA"
77942|231074.0882|9635.96|"ARGENTINA"
119920|231058.9050|4186.34|"ROMANIA"
9952|231038.1488|411.44|"JORDAN"
82003|231007.8934|580.38|"INDIA"
17962|230979.7866|5200.94|"CANADA"
73042|230964.7721|3331.72|"IRAQ"
4531|230961.9985|3078.68|"KENYA"
29257|230947.1604|3014.75|"ROMANIA"
106892|230913.9093|2366.16|"INDIA"
113735|230861.1268|-806.55|"JAPAN"
122668|230810.6532|2990.11|"RUSSIA"
101914|230803.6449|4630.57|"SAUDI ARABIA"
46442|230791.2628|7503.29|"KENYA"
72593|230721.9676|5904.22|"MOZAMBIQUE"
24194|230706.0345|1278.38|"VIETNAM"
100774|230703.3231|6284.06|"UNITED STATES"
112532|230700.3714|4819.89|"IRAN"
9647|230695.6560|9371.85|"ARGENTINA"
97786|230692.2888|2349.52|"UNITED STATES"
33763|230676.3984|5834.41|"UNITED KINGDOM"
22483|230665.8842|3448.44|"IRAN"
67138|230652.3971|6811.53|"ROMANIA"
35407|230629.5815|6511.93|"MOROCCO"
105580|230587.8011|496.29|"CANADA"
69262|230582.0388|-253.28|"KENYA"
41452|230572.5710|2730.35|"VIETNAM"
6233|230570.4138|3186.31|"RUSSIA"
62344|230551.4402|8482.76|"ALGERIA"
112391|230543.2194|3679.70|"MOROCCO"
115750|230522.5535|8910.53|"INDIA"
119440|230495.4318|3489.50|"UNITED STATES"
133780|230479.8837|2222.40|"CANADA"
92975|230477.9261|6165.10|"UNITED KINGDOM"
41881|230470.4827|6806.45|"RUSSIA"
139465|230456.7108|3530.76|"UNITED STATES"
129865|230442.4176|4944.35|"MOROCCO"
47780|230429.0525|740.19|"PERU"
56446|230419.6513|8888.71|"INDONESIA"
12725|230416.7820|3520.58|"CANADA"
149506|230342.8084|961.60|"CHINA"
10942|230318.4230|6660.72|"MOZAMBIQUE"
2752|230316.0771|6041.62|"JORDAN"
15592|230288.6260|4402.44|"CANADA"
116413|230280.1945|6652.32|"ROMANIA"
41285|230267.8938|3628.40|"JORDAN"
111218|230250.1046|-612.75|"FRANCE"
112480|230143.5743|9795.39|"FRANCE"
18476|230142.2646|8196.83|"SAUDI ARABIA"
46516|230131.8957|4052.70|"BRAZIL"
87313|230130.9220|3034.19|"UNITED STATES"
37106|230127.1920|1526.24|"CHINA"
14030|230123.9997|6572.99|"CHINA"
32329|230097.4275|6489.77|"MOZAMBIQUE"
33211|230065.9329|3351.70|"UNITED STATES"
74773|230039.3873|151.34|"UNITED STATES"
3389|230038.8955|7224.80|"ARGENTINA"
81610|230035.7967|2612.16|"EGYPT"
65780|230013.8186|-140.92|"ALGERIA"
46240|229915.4224|1223.88|"MOZAMBIQUE"
62011|229864.4434|7960.78|"FRANCE"
89477|229842.8307|9672.07|"UNITED STATES"
34726|229818.6316|-435.42|"UNITED KINGDOM"
88600|229793.6730|1407.62|"GERMANY"
25678|229789.6567|4819.51|"RUSSIA"
109273|229780.5862|7189.56|"IRAQ"
88879|229766.9617|-516.76|"KENYA"
40706|229766.0658|5174.02|"PERU"
115085|229690.7804|3463.82|"PERU"
149362|229685.9658|5878.30|"ETHIOPIA"
17296|229677.0178|6616.95|"UNITED KINGDOM"
41317|229659.8552|3047.75|"JORDAN"
110527|229636.9123|2910.40|"EGYPT"
134621|229633.5700|5783.29|"MOZAMBIQUE"
98935|229624.9705|5813.05|"UNITED KINGDOM"
28927|229558.1647|8946.91|"MOZAMBIQUE"
17719|229557.0180|3814.26|"GERMANY"
136156|229539.3128|4877.83|"ARGENTINA"
41812|229520.2714|5401.51|"ARGENTINA"
73867|229429.0686|188.66|"ALGERIA"
18640|229425.1519|7525.81|"ALGERIA"
106100|229402.5771|528.93|"ROMANIA"
131033|229380.9406|7950.68|"JORDAN"
107653|229367.9490|-622.46|"CANADA"
90523|229325.4796|4101.92|"IRAN"
35707|229306.1094|5011.06|"VIETNAM"
13739|229297.1646|9646.23|"KENYA"
53887|229294.4034|1682.60|"KENYA"
119482|229275.1774|505.17|"PERU"
42529|229247.3551|2286.53|"INDONESIA"
136243|229222.1243|3088.62|"GERMANY"
54196|229208.1340|8302.51|"INDIA"
69061|229199.9350|2580.53|"IRAN"
97351|229185.8528|-677.67|"VIETNAM"
37783|229182.2112|5656.83|"ARGENTINA"
5429|229140.1938|4249.15|"UNITED KINGDOM"
6922|229129.6249|4434.20|"EGYPT"
90847|229125.7220|5118.07|"CANADA"
54127|229107.2665|7344.63|"MOROCCO"
116827|229105.2204|5601.90|"INDONESIA"
138739|229094.5968|3598.35|"EGYPT"
58285|229073.5637|5164.30|"IRAN"
135485|229061.2716|602.92|"IRAN"
143626|229055.6379|2750.16|"CANADA"
3367|229037.3696|-670.97|"VIETNAM"
138691|229003.8198|2526.60|"INDONESIA"
19270|228959.3294|2392.20|"FRANCE"
99109|228952.8440|4473.80|"INDIA"
110710|228938.5142|8636.86|"KENYA"
101218|228937.5540|427.10|"INDIA"
129611|228930.0726|5734.70|"CANADA"
129011|228929.6534|-423.84|"ROMANIA"
59194|228914.2524|2964.01|"INDIA"
28156|228913.0118|1256.55|"BRAZIL"
122212|228906.7556|3936.05|"UNITED STATES"
86515|228901.5533|2990.10|"ROMANIA"
23527|228875.9274|1493.00|"MOROCCO"
70169|228874.5381|8242.80|"ALGERIA"
60062|228860.5976|6210.99|"ALGERIA"
86249|228860.1886|401.51|"JORDAN"
71732|228853.9396|5118.69|"KENYA"
36607|228846.2427|551.53|"GERMANY"
53389|228843.1599|8636.98|"PERU"
146951|228829.7390|5950.73|"EGYPT"
94658|228812.9874|5125.34|"ALGERIA"
64640|228800.6610|9858.89|"JAPAN"
17203|228781.6869|5513.59|"JORDAN"
67321|228776.9722|1963.58|"JORDAN"
68035|228758.2766|7908.83|"IRAQ"
58444|228755.6350|7246.46|"IRAN"
14434|228754.9239|551.26|"MOROCCO"
77809|228742.7616|3764.17|"IRAN"
51334|228733.1554|6413.65|"PERU"
107153|228702.4012|8251.89|"MOROCCO"
139318|228698.1807|7705.06|"IRAN"
96275|228693.2634|3369.67|"IRAN"
31438|228685.1580|3421.19|"ETHIOPIA"
28255|228656.6234|131.18|"ARGENTINA"
117148|228617.1396|7139.36|"ARGENTINA"
58202|228587.4127|8829.19|"MOZAMBIQUE"
146002|228550.7100|7221.48|"IRAQ"
9655|228547.0548|9628.54|"BRAZIL"
84796|228542.8308|6621.38|"ARGENTINA"
119554|228528.5855|-488.15|"ETHIOPIA"
130637|228519.3436|501.16|"ETHIOPIA"
80290|228518.5794|5480.14|"CHINA"
113177|228501.4726|4632.68|"KENYA"
75193|228478.7492|3699.07|"KENYA"
138845|228446.6698|8964.59|"IRAQ"
60704|228442.8798|6033.76|"KENYA"
46117|228439.9490|8171.38|"PERU"
67162|228414.5629|9469.58|"UNITED STATES"
133636|228386.3265|7859.96|"BRAZIL"
3217|228381.4902|20.89|"PERU"
10094|228359.6008|4469.44|"ETHIOPIA"
58756|228354.9161|-929.94|"MOZAMBIQUE"
55222|228313.8602|4167.22|"PERU"
109837|228302.2449|1741.68|"PERU"
83285|228298.0727|9243.27|"KENYA"
143414|228291.2762|8762.61|"INDIA"
62563|228224.1312|6744.12|"SAUDI ARABIA"
42490|228197.0217|8223.88|"MOZAMBIQUE"
8944|228192.4550|3398.84|"IRAN"
65426|228171.1843|-333.39|"RUSSIA"
40006|228166.6400|5318.55|"ALGERIA"
66310|228158.1360|8188.57|"MOROCCO"
3365|228136.2507|3250.95|"FRANCE"
78331|228130.3114|7594.98|"ROMANIA"
138973|228118.4152|2023.17|"ARGENTINA"
45922|228013.6690|3356.34|"JORDAN"
48694|228004.8164|1754.98|"IRAQ"
53183|228001.0246|6971.77|"CHINA"
35036|227905.2167|920.09|"UNITED STATES"
143540|227876.8242|-648.88|"ALGERIA"
124667|227868.8724|3050.52|"SAUDI ARABIA"
45083|227866.3286|6303.03|"CHINA"
9761|227793.6636|2250.98|"VIETNAM"
127294|227779.9312|1526.04|"JORDAN"
44123|227770.1352|1939.78|"FRANCE"
14413|227747.6644|2175.16|"EGYPT"
28522|227729.5290|-523.38|"INDONESIA"
122053|227715.9907|7799.47|"EGYPT"
83570|227673.5047|2786.80|"KENYA"
125950|227651.5727|945.49|"RUSSIA"
23863|227528.7900|9562.82|"MOROCCO"
117538|227476.8738|4384.95|"CANADA"
145159|227465.8926|2289.26|"MOROCCO"
32570|227461.5008|-449.14|"IRAN"
20023|227448.2965|8841.73|"INDONESIA"
20236|227383.4435|2647.64|"FRANCE"
18124|227381.7493|7939.97|"ARGENTINA"
83581|227350.7731|9842.22|"VIETNAM"
106609|227348.1106|6239.71|"PERU"
14788|227329.3145|6198.50|"INDONESIA"
118637|227327.9263|605.82|"JORDAN"
1153|227307.3527|6244.03|"CANADA"
121003|227294.8752|4646.63|"IRAQ"
106001|227271.0048|5517.16|"CANADA"
69265|227270.8294|8000.07|"IRAQ"
11080|227255.8324|8183.69|"IRAN"
88744|227243.5069|8099.45|"UNITED STATES"
66193|227232.3736|2972.64|"CANADA"
106228|227200.9359|3909.13|"UNITED KINGDOM"
67630|227186.1782|7864.43|"IRAQ"
50506|227184.8062|6859.44|"UNITED STATES"
42658|227181.7456|6938.51|"BRAZIL"
87907|227118.7663|1133.60|"MOROCCO"
75940|227083.2063|3352.81|"FRANCE"
108499|227051.3500|9943.83|"VIETNAM"
64768|226971.7218|5510.69|"UNITED STATES"
82441|226940.2225|4389.21|"CHINA"
28171|226937.0332|-937.70|"ALGERIA"
93203|226908.5568|1577.05|"KENYA"
81868|226895.6702|2906.37|"UNITED STATES"
82172|226852.3768|8446.24|"EGYPT"
145967|226846.8600|8322.70|"PERU"
101329|226829.1822|2891.78|"ARGENTINA"
55220|226825.5126|3607.44|"BRAZIL"
63562|226802.4956|-839.35|"INDIA"
145970|226793.3875|8602.17|"CANADA"
15853|226787.8950|5420.02|"VIETNAM"
16333|226741.3213|5254.50|"IRAN"
67561|226725.2818|4450.15|"FRANCE"
100516|226724.4363|8930.18|"BRAZIL"
32255|226711.1706|3860.91|"VIETNAM"
91459|226704.1702|3003.68|"VIETNAM"
40300|226648.8512|2401.81|"EGYPT"
132511|226636.3099|2142.95|"ARGENTINA"
36454|226554.1624|3526.86|"JAPAN"
17221|226526.3463|5487.61|"GERMANY"
75046|226514.9688|580.16|"VIETNAM"
54769|226503.9662|803.98|"JAPAN"
32563|226498.3446|5120.12|"CANADA"
9167|226497.4331|1999.86|"JORDAN"
93820|226488.7338|9277.76|"EGYPT"
79210|226480.0341|-703.42|"RUSSIA"
22231|226427.1516|8828.23|"CHINA"
25543|226418.0829|991.87|"JAPAN"
13051|226417.3100|4512.65|"VIETNAM"
124972|226408.5325|4243.62|"CHINA"
14701|226403.7174|1255.21|"MOROCCO"
74896|226392.0396|2684.49|"FRANCE"
5884|226384.7304|5161.91|"CANADA"
145628|226362.1517|7218.07|"CANADA"
21431|226356.7177|8762.20|"IRAN"
109756|226350.0145|6443.48|"JAPAN"
68950|226337.6207|5367.33|"ARGENTINA"
32596|226321.7952|3235.92|"IRAN"
105949|226289.0288|7693.55|"UNITED KINGDOM"
94406|226281.6976|3744.28|"UNITED STATES"
17887|226262.7798|2738.03|"PERU"
41038|226254.7190|3997.19|"CHINA"
98881|226235.1197|3084.47|"IRAN"
143077|226230.9652|1198.49|"BRAZIL"
132271|226219.2516|9126.75|"JORDAN"
105664|226142.4316|1532.82|"MOZAMBIQUE"
88565|226126.2906|2173.14|"RUSSIA"
3149|226120.3045|512.02|"UNITED STATES"
40831|226119.0944|2296.26|"CANADA"
26443|226109.3064|7687.37|"PERU"
126187|226104.6414|6635.02|"RUSSIA"
97687|226059.3075|-633.27|"GERMANY"
24373|226034.9888|3687.10|"KENYA"
6952|226033.0286|9600.30|"ARGENTINA"
87563|226030.3552|887.32|"CANADA"
92713|226007.5469|4640.50|"FRANCE"
35948|225989.9660|7474.98|"BRAZIL"
24536|225945.9200|181.60|"ALGERIA"
79084|225927.9284|9000.74|"UNITED KINGDOM"
94135|225919.9870|9179.61|"GERMANY"
63688|225897.7720|7100.26|"ALGERIA"
25420|225896.9161|6109.93|"CHINA"
77167|225876.4170|475.09|"ETHIOPIA"
105847|225850.3126|5120.30|"CHINA"
53200|225849.2871|2666.99|"KENYA"
110029|225756.3627|2239.57|"BRAZIL"
94955|225741.5008|3624.43|"ETHIOPIA"
6868|225674.2653|7639.96|"UNITED KINGDOM"
138847|225650.6250|1300.81|"INDIA"
116428|225615.6440|9290.71|"CANADA"
41224|225582.1792|-472.55|"IRAQ"
51508|225552.6824|6751.10|"SAUDI ARABIA"
136042|225550.6264|7521.49|"INDONESIA"
86107|225550.5304|5919.46|"SAUDI ARABIA"
97655|225522.7670|-460.18|"EGYPT"
108311|225516.8793|2531.51|"ARGENTINA"
79699|225476.4481|1457.21|"MOROCCO"
5209|225470.2557|6385.11|"INDONESIA"
8974|225436.9178|-236.86|"INDONESIA"
29330|225431.9174|2990.24|"EGYPT"
142895|225420.0605|5090.78|"ARGENTINA"
78853|225401.9256|1372.93|"SAUDI ARABIA"
69742|225327.6310|8976.94|"MOZAMBIQUE"
102367|225326.7639|2704.34|"INDONESIA"
113833|225307.2406|5160.43|"IRAN"
9322|225289.1634|-901.18|"INDONESIA"
35221|225285.1812|3429.77|"PERU"
26660|225272.7890|-59.44|"INDIA"
49249|225260.4077|7016.05|"FRANCE"
37952|225256.2136|1328.66|"SAUDI ARABIA"
142006|225246.9226|2804.65|"JORDAN"
141413|225231.4248|-812.88|"PERU"
34600|225226.9797|4084.57|"CHINA"
144437|225220.3733|4815.55|"JAPAN"
79639|225214.6500|1229.87|"UNITED STATES"
43490|225213.0724|-939.49|"SAUDI ARABIA"
12145|225196.5661|7811.92|"ALGERIA"
19742|225165.8784|7884.78|"IRAQ"
54592|225158.8373|9184.35|"KENYA"
87949|225143.3927|1035.29|"MOZAMBIQUE"
53593|225116.0613|1329.56|"FRANCE"
68471|225105.2389|8484.45|"VIETNAM"
84889|225103.6483|9792.38|"FRANCE"
136427|225090.5780|9844.28|"INDIA"
93989|225061.0708|500.66|"MOZAMBIQUE"
79886|225030.8101|8497.78|"PERU"
16231|225013.1238|2980.65|"JORDAN"
62284|225000.8812|9690.07|"ETHIOPIA"
60322|224997.4255|5125.12|"MOROCCO"
122984|224978.1815|4087.80|"RUSSIA"
122078|224958.7280|8996.28|"GERMANY"
16861|224919.6320|6615.40|"BRAZIL"
57170|224902.6914|3141.43|"INDIA"
72746|224879.9461|2481.09|"GERMANY"
111556|224836.7331|2433.18|"ALGERIA"
100366|224833.7866|8395.02|"INDONESIA"
10814|224833.5916|1586.25|"RUSSIA"
79051|224832.3494|4288.92|"EGYPT"
74443|224785.7158|2309.71|"JAPAN"
13756|224782.3926|6346.55|"JORDAN"
94231|224761.0152|8183.62|"IRAQ"
100660|224727.2420|9235.95|"PERU"
127774|224721.2904|3665.54|"ROMANIA"
113173|224692.6282|3089.80|"ALGERIA"
119413|224650.2892|7833.12|"ALGERIA"
107605|224602.2634|5978.01|"MOROCCO"
130777|224584.4028|4557.00|"SAUDI ARABIA"
132026|224564.3286|8837.04|"IRAQ"
69757|224496.8943|12.48|"MOROCCO"
27530|224431.9150|2922.36|"VIETNAM"
113554|224431.2704|497.28|"BRAZIL"
119351|224392.0893|509.01|"INDONESIA"
97799|224386.0140|-854.88|"EGYPT"
106672|224382.4182|1007.22|"GERMANY"
28018|224377.8352|8892.54|"VIETNAM"
12373|224377.0951|-76.70|"CHINA"
98116|224357.3628|3319.54|"KENYA"
21367|224356.7794|8108.23|"ALGERIA"
23017|224354.5129|8164.05|"EGYPT"
98509|224296.7631|9296.04|"GERMANY"
110339|224271.1067|5989.40|"FRANCE"
59014|224261.0942|1830.86|"INDIA"
53062|224243.7627|822.79|"VIETNAM"
56527|224207.9706|4993.29|"ROMANIA"
110371|224182.4703|5899.34|"ALGERIA"
61454|224172.6892|9850.89|"ETHIOPIA"
109070|224137.6081|941.07|"IRAQ"
126625|224128.5845|7123.49|"UNITED STATES"
83461|224128.5406|1525.81|"CHINA"
149302|224087.1104|9500.35|"BRAZIL"
117632|224083.9572|90.41|"ARGENTINA"
82043|224070.4684|5307.31|"FRANCE"
20782|224063.4177|5379.43|"INDIA"
109220|224050.6541|4122.70|"BRAZIL"
64048|224003.0604|-614.82|"SAUDI ARABIA"
53614|223987.9342|6032.69|"JAPAN"
130138|223941.2658|1224.34|"VIETNAM"
116461|223939.4266|4145.96|"ROMANIA"
118750|223933.5610|-514.76|"GERMANY"
109829|223931.4792|794.03|"IRAQ"
21310|223910.5268|-604.02|"ARGENTINA"
139069|223906.9786|5135.28|"IRAQ"
72170|223902.8960|2979.16|"ROMANIA"
66634|223887.5167|5195.09|"GERMANY"
47797|223855.6469|564.90|"KENYA"
91504|223819.2195|7468.69|"CANADA"
58723|223813.0727|1204.91|"IRAN"
91784|223788.7043|8838.71|"IRAN"
52996|223769.0320|6255.83|"JAPAN"
16651|223762.2714|3593.10|"JORDAN"
138206|223756.8908|1884.36|"UNITED STATES"
112030|223698.4762|-918.44|"INDIA"
105859|223654.9532|9319.59|"ARGENTINA"
96349|223637.4038|463.54|"RUSSIA"
77293|223635.9606|2199.40|"CHINA"
42382|223625.3266|4553.99|"ETHIOPIA"
138143|223611.8926|1057.01|"CANADA"
138400|223580.6453|9520.57|"GERMANY"
64913|223578.6870|8776.91|"RUSSIA"
86884|223565.9292|-127.28|"INDONESIA"
76682|223533.1073|1727.26|"CHINA"
114742|223525.4850|3345.41|"FRANCE"
131656|223502.7070|221.85|"ETHIOPIA"
10097|223481.0752|7074.78|"KENYA"
134129|223435.8705|3800.34|"ETHIOPIA"
28936|223420.5474|2868.86|"JAPAN"
125212|223407.1968|9432.18|"FRANCE"
114823|223404.4656|8786.82|"JAPAN"
108025|223397.9821|9701.64|"SAUDI ARABIA"
124456|223375.5080|2344.22|"JAPAN"
64457|223350.9600|3170.05|"INDIA"
25432|223243.9092|9265.42|"ARGENTINA"
29693|223232.1043|4763.55|"ROMANIA"
26842|223229.7204|711.56|"SAUDI ARABIA"
22966|223185.9824|7264.83|"CHINA"
1340|223151.5821|280.29|"VIETNAM"
97027|223147.7843|3589.64|"UNITED STATES"
119521|223143.0032|7336.32|"PERU"
57350|223138.8530|4549.65|"INDIA"
111136|223083.9572|5952.54|"ALGERIA"
49241|223081.1608|3576.40|"MOZAMBIQUE"
90838|223079.4456|6685.41|"EGYPT"
21995|223056.6972|2971.67|"ALGERIA"
93620|223055.4022|4058.25|"RUSSIA"
110021|223038.2994|2017.45|"JORDAN"
8119|223013.1471|8338.63|"CHINA"
121324|223005.8505|8844.88|"CANADA"
93514|222989.4842|6947.56|"IRAN"
17386|222983.5403|9588.36|"EGYPT"
8029|222945.8776|8561.85|"IRAN"
112546|222939.2908|4360.70|"KENYA"
35005|222921.3310|3162.20|"IRAN"
73588|222906.0798|2801.93|"CHINA"
76099|222885.1386|-307.31|"VIETNAM"
87293|222880.8057|2100.92|"PERU"
25121|222873.4216|1725.30|"MOZAMBIQUE"
20866|222851.7272|-569.28|"EGYPT"
89761|222834.3147|-569.16|"ETHIOPIA"
19981|222832.6850|3789.19|"ARGENTINA"
23561|222789.9427|6229.18|"KENYA"
54943|222789.5251|4946.96|"UNITED KINGDOM"
142747|222768.1925|6226.45|"UNITED STATES"
5539|222724.3303|230.20|"IRAQ"
73324|222709.6747|-83.88|"UNITED STATES"
113245|222685.1524|4498.01|"GERMANY"
47389|222682.4585|2582.28|"EGYPT"
49244|222662.9554|7160.53|"JORDAN"
126604|222650.6351|929.97|"KENYA"
118225|222645.2128|5479.49|"KENYA"
102583|222626.7512|9775.01|"JAPAN"
47287|222570.5481|7677.99|"PERU"
109075|222566.0042|4871.87|"FRANCE"
7135|222551.7928|-250.15|"RUSSIA"
