"c_city"|"s_city"|"d_year"|"revenue"
"UNITED ST4"|"UNITED ST4"|1996|32787995.00
"UNITED ST7"|"UNITED ST5"|1996|32784224.00
"UNITED ST5"|"UNITED ST8"|1996|32415682.00
"UNITED ST0"|"UNITED ST7"|1996|31391181.00
"UNITED ST0"|"UNITED ST3"|1996|29795665.00
"UNITED ST7"|"UNITED ST9"|1996|25028091.00
"UNITED ST7"|"UNITED ST8"|1996|24348851.00
"UNITED ST6"|"UNITED ST2"|1996|20447847.00
"UNITED ST8"|"UNITED ST8"|1996|16340603.00
"UNITED ST0"|"UNITED ST8"|1996|15168262.00
"UNITED ST4"|"UNITED ST2"|1996|12451867.00
"UNITED ST1"|"UNITED ST2"|1996|10082536.00
"UNITED ST5"|"UNITED ST2"|1996|8544233.00
"UNITED ST7"|"UNITED ST2"|1996|8390470.00
"UNITED ST9"|"UNITED ST2"|1996|8108035.00
"UNITED ST8"|"UNITED ST2"|1996|7028334.00
"UNITED ST0"|"UNITED ST2"|1996|6907199.00
"UNITED ST3"|"UNITED ST2"|1996|4311800.00
"UNITED ST5"|"UNITED ST0"|1997|121457766.00
"UNITED ST0"|"UNITED ST9"|1997|119856268.00
"UNITED ST5"|"UNITED ST1"|1997|106900161.00
"UNITED ST9"|"UNITED ST9"|1997|106222795.00
"UNITED ST5"|"UNITED ST4"|1997|103432927.00
"UNITED ST7"|"UNITED ST1"|1997|101326940.00
"UNITED ST5"|"UNITED ST9"|1997|97392640.00
"UNITED ST8"|"UNITED ST0"|1997|89434845.00
"UNITED ST1"|"UNITED ST3"|1997|85175638.00
"UNITED ST4"|"UNITED ST1"|1997|84611188.00
"UNITED ST4"|"UNITED ST7"|1997|84606996.00
"UNITED ST1"|"UNITED ST4"|1997|83092569.00
"UNITED ST0"|"UNITED ST1"|1997|80167139.00
"UNITED ST4"|"UNITED ST9"|1997|79697927.00
"UNITED ST1"|"UNITED ST0"|1997|77667866.00
"UNITED ST2"|"UNITED ST0"|1997|77591470.00
"UNITED ST1"|"UNITED ST7"|1997|77045722.00
"UNITED ST2"|"UNITED ST7"|1997|76483802.00
"UNITED ST1"|"UNITED ST1"|1997|76340444.00
"UNITED ST0"|"UNITED ST7"|1997|72577490.00
"UNITED ST4"|"UNITED ST0"|1997|69875804.00
"UNITED ST6"|"UNITED ST3"|1997|69725506.00
"UNITED ST2"|"UNITED ST9"|1997|69543984.00
"UNITED ST7"|"UNITED ST0"|1997|69354312.00
"UNITED ST9"|"UNITED ST7"|1997|69052630.00
"UNITED ST8"|"UNITED ST3"|1997|66918394.00
"UNITED ST0"|"UNITED ST0"|1997|66308516.00
"UNITED ST9"|"UNITED ST0"|1997|66066791.00
"UNITED ST2"|"UNITED ST3"|1997|65429453.00
"UNITED ST2"|"UNITED ST1"|1997|65396135.00
"UNITED ST4"|"UNITED ST4"|1997|62532346.00
"UNITED ST9"|"UNITED ST1"|1997|62418406.00
"UNITED ST3"|"UNITED ST7"|1997|61095300.00
"UNITED ST7"|"UNITED ST4"|1997|60123494.00
"UNITED ST4"|"UNITED ST3"|1997|59634153.00
"UNITED ST3"|"UNITED ST4"|1997|58356141.00
"UNITED ST6"|"UNITED ST9"|1997|58231263.00
"UNITED ST6"|"UNITED ST4"|1997|57215022.00
"UNITED ST2"|"UNITED ST4"|1997|57012611.00
"UNITED ST5"|"UNITED ST3"|1997|56789932.00
"UNITED ST9"|"UNITED ST5"|1997|56091920.00
"UNITED ST6"|"UNITED ST0"|1997|55824919.00
"UNITED ST6"|"UNITED ST1"|1997|55117709.00
"UNITED ST7"|"UNITED ST9"|1997|55039970.00
"UNITED ST5"|"UNITED ST7"|1997|54534315.00
"UNITED ST3"|"UNITED ST1"|1997|54150683.00
"UNITED ST3"|"UNITED ST0"|1997|54050172.00
"UNITED ST3"|"UNITED ST9"|1997|51370308.00
"UNITED ST1"|"UNITED ST5"|1997|51052110.00
"UNITED ST6"|"UNITED ST7"|1997|49795849.00
"UNITED ST5"|"UNITED ST6"|1997|49030016.00
"UNITED ST1"|"UNITED ST9"|1997|48944111.00
"UNITED ST3"|"UNITED ST3"|1997|48385233.00
"UNITED ST0"|"UNITED ST5"|1997|47988418.00
"UNITED ST2"|"UNITED ST8"|1997|46391909.00
"UNITED ST4"|"UNITED ST6"|1997|46236849.00
"UNITED ST9"|"UNITED ST3"|1997|46121724.00
"UNITED ST8"|"UNITED ST9"|1997|45852796.00
"UNITED ST7"|"UNITED ST8"|1997|45476266.00
"UNITED ST8"|"UNITED ST1"|1997|43284139.00
"UNITED ST7"|"UNITED ST7"|1997|42566603.00
"UNITED ST0"|"UNITED ST4"|1997|41193803.00
"UNITED ST8"|"UNITED ST7"|1997|40878429.00
"UNITED ST8"|"UNITED ST8"|1997|40749400.00
"UNITED ST2"|"UNITED ST5"|1997|40662886.00
"UNITED ST0"|"UNITED ST3"|1997|40078508.00
"UNITED ST6"|"UNITED ST8"|1997|37988445.00
"UNITED ST9"|"UNITED ST6"|1997|37596882.00
"UNITED ST6"|"UNITED ST5"|1997|37571788.00
"UNITED ST2"|"UNITED ST2"|1997|37034333.00
"UNITED ST7"|"UNITED ST5"|1997|36889736.00
"UNITED ST8"|"UNITED ST4"|1997|36600584.00
"UNITED ST3"|"UNITED ST6"|1997|36075844.00
"UNITED ST7"|"UNITED ST3"|1997|35168922.00
"UNITED ST2"|"UNITED ST6"|1997|34274467.00
"UNITED ST5"|"UNITED ST8"|1997|32910946.00
"UNITED ST3"|"UNITED ST5"|1997|32811963.00
"UNITED ST4"|"UNITED ST8"|1997|32599736.00
"UNITED ST5"|"UNITED ST5"|1997|32568888.00
"UNITED ST4"|"UNITED ST5"|1997|31995868.00
"UNITED ST9"|"UNITED ST4"|1997|31765478.00
"UNITED ST7"|"UNITED ST2"|1997|31409590.00
"UNITED ST9"|"UNITED ST8"|1997|31272385.00
"UNITED ST0"|"UNITED ST8"|1997|30241370.00
"UNITED ST3"|"UNITED ST8"|1997|29102220.00
"UNITED ST7"|"UNITED ST6"|1997|27539931.00
"UNITED ST8"|"UNITED ST5"|1997|26673743.00
"UNITED ST6"|"UNITED ST6"|1997|24983291.00
"UNITED ST0"|"UNITED ST2"|1997|23584229.00
"UNITED ST0"|"UNITED ST6"|1997|22924046.00
"UNITED ST1"|"UNITED ST2"|1997|20599130.00
"UNITED ST8"|"UNITED ST6"|1997|20073000.00
"UNITED ST1"|"UNITED ST6"|1997|18205326.00
"UNITED ST1"|"UNITED ST8"|1997|15375258.00
"UNITED ST6"|"UNITED ST2"|1997|14746680.00
"UNITED ST5"|"UNITED ST2"|1997|13863438.00
"UNITED ST8"|"UNITED ST2"|1997|12053706.00
"UNITED ST3"|"UNITED ST2"|1997|7891878.00
"UNITED ST4"|"UNITED ST2"|1997|2848157.00
"UNITED ST9"|"UNITED ST2"|1997|2661652.00
